Indicator Name,Indicator Code,numCountries
"Long-term unemployment, male (% of male unemployment)",SL.UEM.LTRM.MA.ZS,120
"Losses due to theft, robbery, vandalism, and arson (% sales)",IC.FRM.CRIM.ZS,189
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,240
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,224
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,224
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,226
Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,142
"Mammal species, threatened",EN.MAM.THRD.NO,261
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,239
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,240
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,235
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,217
"Manufacturing, value added (constant 2010 US$)",NV.IND.MANF.KD,220
"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,182
"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,193
"Manufacturing, value added (current US$)",NV.IND.MANF.CD,236
Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,255
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,151
Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,152
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,229
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,183
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,246
Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,236
"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,236
Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,221
Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,236
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,176
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,183
Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,211
Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,220
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,222
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,206
Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,207
Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,156
Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,245
Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,236
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,236
Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,217
Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,235
Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,200
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,181
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,210
Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,223
Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,227
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,209
Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,210
Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,160
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,239
Methane emissions (% change from 1990),EN.ATM.METH.ZG,246
Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,252
Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,263
Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,176
Military expenditure (% of central government expenditure),MS.MIL.XPND.ZS,176
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,211
Military expenditure (current LCU),MS.MIL.XPND.CN,167
Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,251
Mobile account (% age 15+) [w2],WP15163_4.1,85
"Mobile account, female (% age 15+) [w2]",WP15163_4.3,85
"Mobile account, income, poorest 40% (% ages 15+) [w2]",WP15163_4.8,85
"Mobile account, income, richest 60% (% ages 15+) [w2]",WP15163_4.9,85
"Mobile account, male (% age 15+) [w2]",WP15163_4.2,85
Mobile cellular subscriptions,IT.CEL.SETS,256
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,256
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,225
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,244
"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,244
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,239
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,239
"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,239
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,239
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,239
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,239
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,239
Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),SG.MMR.LEVE.EP,182
Multilateral debt (% of total external debt),DT.DOD.MLAT.ZS,132
Multilateral debt service (% of public and publicly guaranteed debt service),DT.TDS.MLAT.PG.ZS,136
"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,132
Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,251
Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,203
"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,213
"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,204
"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,206
"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,212
"Net bilateral aid flows from DAC donors, Czech Republic (current US$)",DC.DAC.CZEL.CD,166
"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,189
"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,218
"Net bilateral aid flows from DAC donors, Finland (current US$)",DC.DAC.FINL.CD,208
"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,217
"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,218
"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,199
"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,83
"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,186
"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,205
"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,218
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,207
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,184
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,210
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD,179
"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,207
"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD,154
"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,167
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD,107
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,118
"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,202
"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,199
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,206
"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,221
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,217
"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,215
"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,183
Net change in interest arrears (current US$),DT.IXA.DPPG.CD.CG,132
Net current transfers from abroad (constant LCU),NY.TRF.NCTR.KN,130
Net current transfers from abroad (current LCU),NY.TRF.NCTR.CN,175
Net current transfers from abroad (current US$),NY.TRF.NCTR.CD,175
Net domestic credit (current LCU),FM.AST.DOMS.CN,182
"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,234
"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,217
"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,193
"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,193
"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,132
"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,169
"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,168
"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,140
"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,141
"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,132
"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,132
"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,132
"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,132
"Net flows on external debt, long-term (NFL, current US$)",DT.NFL.DLXF.CD,132
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,132
"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,132
"Net flows on external debt, short-term (NFL, current US$)",DT.NFL.DSTC.CD,132
"Net flows on external debt, total (NFL, current US$)",DT.NFL.DECT.CD,132
Net foreign assets (current LCU),FM.AST.NFRG.CN,182
Net income from abroad (constant LCU),NY.GSR.NFCY.KN,16
Net income from abroad (current LCU),NY.GSR.NFCY.CN,201
Net income from abroad (current US$),NY.GSR.NFCY.CD,200
"Net incurrence of liabilities, domestic (% of GDP)",GC.FIN.DOMS.GD.ZS,157
"Net incurrence of liabilities, domestic (current LCU)",GC.FIN.DOMS.CN,129
"Net incurrence of liabilities, foreign (% of GDP)",GC.FIN.FRGN.GD.ZS,156
"Net incurrence of liabilities, foreign (current LCU)",GC.FIN.FRGN.CN,130
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,180
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,180
"Net intake rate to Grade 1 of primary education, both sexes (%)",SE.PRM.NINT.ZS,186
Net migration,SM.POP.NETM,240
Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,116
Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,202
Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,191
"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,191
Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,211
Net official aid received (constant 2013 US$),DT.ODA.OATL.KD,71
Net official aid received (current US$),DT.ODA.OATL.CD,71
Net official development assistance and official aid received (constant 2013 US$),DT.ODA.ALLD.KD,221
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,221
Net official development assistance received (constant 2013 US$),DT.ODA.ODAT.KD,211
Net official development assistance received (current US$),DT.ODA.ODAT.CD,211
"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,144
"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,162
"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,176
"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,221
"Net official flows from UN agencies, UNECE (current US$)",DT.NFL.UNEC.CD,29
"Net official flows from UN agencies, UNFPA (current US$)",DT.NFL.UNFP.CD,210
"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,179
"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,192
"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD,62
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,28
"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD,218
"Net official flows from UN agencies, WFP (current US$)",DT.NFL.WFPG.CD,184
"Net official flows from UN agencies, WHO (current US$)",DT.NFL.WHOL.CD,148
"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,194
"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,194
Net taxes on products (constant LCU),NY.TAX.NIND.KN,162
Net taxes on products (current LCU),NY.TAX.NIND.CN,175
Net taxes on products (current US$),NY.TAX.NIND.CD,173
"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,194
"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,194
"Net transfers on external debt, long-term (NTR, current US$)",DT.NTR.DLXF.CD,132
"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)",DT.NTR.DPNG.CD,132
"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)",DT.NTR.DPPG.CD,132
"Net transfers on external debt, total (NTR, current US$)",DT.NTR.DECT.CD,132
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,183
New businesses registered (number),IC.BUS.NREG,137
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,132
Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,247
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,253
Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS,251
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE,263
Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),SG.NOD.CONS,128
Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),SG.JOB.NOPN.EQ,188
Number of infant deaths,SH.DTH.IMRT,206
Number of maternal deaths,SH.MMR.DTHS,229
Number of neonatal deaths,SH.DTH.NMRT,206
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,230
Number of under-five deaths,SH.DTH.MORT,206
Number of visits or required meetings with tax officials,IC.TAX.METG,189
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,236
Official entrance age to lower secondary education (years),SE.SEC.AGES,209
Official entrance age to primary education (years),SE.PRM.AGES,210
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,198
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,250
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,237
Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,240
Other expense (% of expense),GC.XPN.OTHR.ZS,174
Other expense (current LCU),GC.XPN.OTHR.CN,138
Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,230
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,245
Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,146
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,184
Other taxes (current LCU),GC.TAX.OTHR.CN,148
Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,223
Out-of-pocket health expenditure (% of private expenditure on health),SH.XPD.OOPC.ZS,236
Out-of-pocket health expenditure (% of total expenditure on health),SH.XPD.OOPC.TO.ZS,236
"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,234
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,172
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,168
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,168
Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,176
"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,108
"Part time employment, female (% of total part time employment)",SL.TLF.PART.TL.FE.ZS,107
"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,108
"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,111
"Patent applications, nonresidents",IP.PAT.NRES,195
"Patent applications, residents",IP.PAT.RESD,186
People practicing open defecation (% of population),SH.STA.ODFC.ZS,239
"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,236
"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,240
Percentage of enrolment in primary education in private institutions (%),SE.PRM.PRIV.ZS,240
Percentage of enrolment in secondary education in private institutions (%),SE.SEC.PRIV.ZS,231
"Percentage of female teachers in primary education who are trained, female (%)",SE.PRM.TCAQ.FE.ZS,146
"Percentage of female teachers in secondary education who are trained, female (%)",SE.SEC.TCAQ.FE.ZS,116
"Percentage of male teachers in primary education who are trained, male (%)",SE.PRM.TCAQ.MA.ZS,146
"Percentage of male teachers in secondary education who are trained, male (%)",SE.SEC.TCAQ.MA.ZS,116
"Percentage of repeaters in primary education, all grades, both sexes (%)",SE.PRM.REPT.ZS,234
"Percentage of repeaters in primary education, all grades, female (%)",SE.PRM.REPT.FE.ZS,234
"Percentage of repeaters in primary education, all grades, male (%)",SE.PRM.REPT.MA.ZS,234
Percentage of students in secondary general education who are female (%),SE.SEC.ENRL.GC.FE.ZS,246
Percentage of students in secondary vocational education who are female (%),SE.SEC.ENRL.VO.FE.ZS,239
"Percentage of teachers in primary education who are trained, both sexes (%)",SE.PRM.TCAQ.ZS,155
"Percentage of teachers in secondary education who are trained, both sexes (%)",SE.SEC.TCAQ.ZS,127
Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,176
Permanent cropland (% of land area),AG.LND.CROP.ZS,243
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,188
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,188
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,239
"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,232
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,237
"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,209
PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,163
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,252
"Plant species (higher), threatened",EN.HPT.THRD.NO,261
"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,233
"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,232
"PNG, bonds (AMT, current US$)",DT.AMT.PNGB.CD,132
"PNG, bonds (DIS, current US$)",DT.DIS.PNGB.CD,132
"PNG, bonds (DOD, current US$)",DT.DOD.PNGB.CD,132
"PNG, bonds (INT, current US$)",DT.INT.PNGB.CD,132
"PNG, bonds (NFL, current US$)",DT.NFL.PNGB.CD,132
"PNG, bonds (NTR, current US$)",DT.NTR.PNGB.CD,132
"PNG, bonds (TDS, current US$)",DT.TDS.PNGB.CD,132
"PNG, commercial banks and other creditors (AMT, current US$)",DT.AMT.PNGC.CD,132
"PNG, commercial banks and other creditors (DIS, current US$)",DT.DIS.PNGC.CD,132
"PNG, commercial banks and other creditors (DOD, current US$)",DT.DOD.PNGC.CD,132
"PNG, commercial banks and other creditors (INT, current US$)",DT.INT.PNGC.CD,132
"PNG, commercial banks and other creditors (NFL, current US$)",DT.NFL.PNGC.CD,132
"PNG, commercial banks and other creditors (NTR, current US$)",DT.NTR.PNGC.CD,132
"PNG, commercial banks and other creditors (TDS, current US$)",DT.TDS.PNGC.CD,132
"Point-of-sale terminals (per 100,000 adults)",FB.POS.TOTL.P5,104
Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,241
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,241
Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,241
Population density (people per sq. km of land area),EN.POP.DNST,262
Population growth (annual %),SP.POP.GROW,263
Population in largest city,EN.URB.LCTY,150
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,192
Population in urban agglomerations of more than 1 million,EN.URB.MCTY,114
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,146
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,225
"Population living in slums, (% of urban population)",EN.POP.SLUM.UR.ZS,138
"Population, female (% of total)",SP.POP.TOTL.FE.ZS,241
"Population, total",SP.POP.TOTL,263
"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,228
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,136
"Portfolio Investment, net (BoP, current US$)",BN.KLT.PTXL.CD,179
Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,147
Poverty gap at $3.10 a day (2011 PPP) (%),SI.POV.GAP2,146
Poverty gap at national poverty lines (%),SI.POV.NAGP,92
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,147
Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),SI.POV.2DAY,146
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,130
Power outages in firms in a typical month (number),IC.ELC.OUTG,180
"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,132
"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,132
"PPG, bilateral (DOD, current US$)",DT.DOD.BLAT.CD,132
"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,132
"PPG, bilateral (NTR, current US$)",DT.NTR.BLAT.CD,132
"PPG, bilateral (TDS, current US$)",DT.TDS.BLAT.CD,132
"PPG, bilateral concessional (AMT, current US$)",DT.AMT.BLTC.CD,132
"PPG, bilateral concessional (DIS, current US$)",DT.DIS.BLTC.CD,132
"PPG, bilateral concessional (DOD, current US$)",DT.DOD.BLTC.CD,132
"PPG, bilateral concessional (INT, current US$)",DT.INT.BLTC.CD,132
"PPG, bilateral concessional (NFL, current US$)",DT.NFL.BLTC.CD,132
"PPG, bilateral concessional (NTR, current US$)",DT.NTR.BLTC.CD,132
"PPG, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.CD,132
"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,132
"PPG, bonds (DIS, current US$)",DT.DIS.PBND.CD,132
"PPG, bonds (DOD, current US$)",DT.DOD.PBND.CD,132
"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,132
"PPG, bonds (NFL, current US$)",DT.NFL.PBND.CD,132
"PPG, bonds (NTR, current US$)",DT.NTR.PBND.CD,132
"PPG, bonds (TDS, current US$)",DT.TDS.PBND.CD,132
"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,132
"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,132
"PPG, commercial banks (DOD, current US$)",DT.DOD.PCBK.CD,132
"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,132
"PPG, commercial banks (NFL, current US$)",DT.NFL.PCBK.CD,132
"PPG, commercial banks (NTR, current US$)",DT.NTR.PCBK.CD,132
"PPG, commercial banks (TDS, current US$)",DT.TDS.PCBK.CD,132
"PPG, IBRD (AMT, current US$)",DT.AMT.MIBR.CD,132
"PPG, IBRD (DIS, current US$)",DT.DIS.MIBR.CD,132
"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,132
"PPG, IBRD (INT, current US$)",DT.INT.MIBR.CD,132
"PPG, IBRD (NTR, current US$)",DT.NTR.MIBR.CD,132
"PPG, IBRD (TDS, current US$)",DT.TDS.MIBR.CD,132
"PPG, IDA (AMT, current US$)",DT.AMT.MIDA.CD,131
"PPG, IDA (DIS, current US$)",DT.DIS.MIDA.CD,131
"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,131
"PPG, IDA (INT, current US$)",DT.INT.MIDA.CD,131
"PPG, IDA (NTR, current US$)",DT.NTR.MIDA.CD,131
"PPG, IDA (TDS, current US$)",DT.TDS.MIDA.CD,131
"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,132
"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,132
"PPG, multilateral (DOD, current US$)",DT.DOD.MLAT.CD,132
"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,132
"PPG, multilateral (NTR, current US$)",DT.NTR.MLAT.CD,132
"PPG, multilateral concessional (AMT, current US$)",DT.AMT.MLTC.CD,132
"PPG, multilateral concessional (DIS, current US$)",DT.DIS.MLTC.CD,132
"PPG, multilateral concessional (DOD, current US$)",DT.DOD.MLTC.CD,132
"PPG, multilateral concessional (INT, current US$)",DT.INT.MLTC.CD,132
"PPG, multilateral concessional (NFL, current US$)",DT.NFL.MLTC.CD,132
"PPG, multilateral concessional (NTR, current US$)",DT.NTR.MLTC.CD,132
"PPG, multilateral concessional (TDS, current US$)",DT.TDS.MLTC.CD,132
"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,132
"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,132
"PPG, official creditors (DOD, current US$)",DT.DOD.OFFT.CD,132
"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,132
"PPG, official creditors (NFL, current US$)",DT.NFL.OFFT.CD,132
"PPG, official creditors (NTR, current US$)",DT.NTR.OFFT.CD,132
"PPG, official creditors (TDS, current US$)",DT.TDS.OFFT.CD,132
"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,132
"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,132
"PPG, other private creditors (DOD, current US$)",DT.DOD.PROP.CD,132
"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,132
"PPG, other private creditors (NFL, current US$)",DT.NFL.PROP.CD,132
"PPG, other private creditors (NTR, current US$)",DT.NTR.PROP.CD,132
"PPG, other private creditors (TDS, current US$)",DT.TDS.PROP.CD,132
"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,132
"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,132
"PPG, private creditors (DOD, current US$)",DT.DOD.PRVT.CD,132
"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,132
"PPG, private creditors (NFL, current US$)",DT.NFL.PRVT.CD,132
